,Unnamed: 0,YEAR,period1,period,Location ,LocatHierachyNode,Level,Product,productcatogery,seasonality,WINTER ,SUMMER,FESTIVAL,sold units,TotalFactor,BaseVolume%,Seasonality %,TPR %,Display Only %,Fea & Disp%,Feature Only%,Base Volume,SeasonalVolume,TPR,Display Only,Fea & Disp,Feature Only,To2tFactoredVolume,TotFactoredVolume,MSRP,PRICE DISCOUNT %,PRICE DISCOUNT,Average unit price,total sales,date2,date,Season_Summer,Season_Winter,Feature Only_Grouped,Display Only_Grouped,Fea & Disp_Grouped
55,55,2018,4,W4,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,Winter,1,0,0,815,1,0.725,-0.125,0.25,0.15,0,0,590.875,-101.875,203.75,122.25,0,0,815,Eaches,25,0.24,6,10,8150,22-01-2018,0,0,1,Equal to zero,Not Equal to zero,Equal to zero
56,56,2018,5,W5,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,911,1,0.8,0,0.2,0,0,0,728.8,0,182.2,0,0,0,911,Eaches,25,0.2,5,10,9110,29-01-2018,0,0,1,Equal to zero,Equal to zero,Equal to zero
57,57,2018,6,W6,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,982,1,0.8,0,0.2,0,0,0,785.6,0,196.4,0,0,0,982,Eaches,25,0.2,5,10,9820,05-02-2018,0,0,1,Equal to zero,Equal to zero,Equal to zero
58,58,2018,7,W7,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,819,1,0.85,0,0.15,0,0,0,696.15,0,122.85,0,0,0,819,Eaches,25,0.2,5,10,8190,12-02-2018,0,0,1,Equal to zero,Equal to zero,Equal to zero
59,59,2018,8,W8,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,850,1,0.85,0,0.15,0,0,0,722.5,0,127.5,0,0,0,850,Eaches,25,0.2,5,10,8500,19-02-2018,0,0,1,Equal to zero,Equal to zero,Equal to zero
60,60,2018,9,W9,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,1010,1,1,0,0,0,0,0,1010,0,0,0,0,0,1010,Eaches,25,0.2,5,15,15150,26-02-2018,0,0,1,Equal to zero,Equal to zero,Equal to zero
61,61,2018,10,W10,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,951,1,1,0,0,0,0,0,951,0,0,0,0,0,951,Eaches,25,0.33,8.25,100,95100,05-03-2018,1,0,0,Equal to zero,Equal to zero,Equal to zero
62,62,2018,11,W11,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,1100,1,1,0,0,0,0,0,1100,0,0,0,0,0,1100,Eaches,25,0.23,5.75,100,110000,12-03-2018,1,0,0,Equal to zero,Equal to zero,Equal to zero
63,63,2018,12,W12,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,880,1,0.75,0.125,0,0.125,0,0,660,110,0,110,0,0,880,Eaches,25,0.2,5,15,13200,19-03-2018,1,0,0,Equal to zero,Not Equal to zero,Equal to zero
64,64,2018,13,W13,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,945,1,0.78,0.095,0,0.125,0,0,737.1,89.775,0,118.125,0,0,945,Eaches,25,0.3,7.5,15,14175,26-03-2018,1,0,0,Equal to zero,Not Equal to zero,Equal to zero
65,65,2018,14,W14,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,1100,1,0.85,0.08,0,0.07,0,0,935,88,0,77,0,0,1100,Eaches,25,0.24,6,100,110000,02-04-2018,1,0,0,Equal to zero,Not Equal to zero,Equal to zero
66,66,2018,15,W15,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,1211,1,0.875,0.075,0,0.05,0,0,1059.625,90.825,0,60.55,0,0,1211,Eaches,25,0.2,5,100,121100,09-04-2018,1,0,0,Equal to zero,Not Equal to zero,Equal to zero
67,67,2018,16,W16,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1350,1,0.875,0.075,0,0.05,0,0,1181.25,101.25,0,67.5,0,0,1350,Eaches,25,0.2,5,15,20250,16-04-2018,1,0,0,Equal to zero,Not Equal to zero,Equal to zero
68,68,2018,17,W17,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1289,1,0.875,0.075,0,0.05,0,0,1127.875,96.675,0,64.45,0,0,1289,Eaches,25,0.2,5,15,19335,23-04-2018,1,0,0,Equal to zero,Not Equal to zero,Equal to zero
69,69,2018,18,W18,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1399,1,0.75,0,0.075,0,0.175,0,1049.25,0,104.925,0,244.825,0,1399,Eaches,25,0.2,5,100,139900,30-04-2018,1,0,0,Equal to zero,Equal to zero,Not Equal to zero
70,70,2018,19,W19,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1419,1,0.842,0,0.158,0,0,0,1194.798,0,224.202,0,0,0,1419,Eaches,25,0.2,5,100,141900,07-05-2018,1,0,0,Equal to zero,Equal to zero,Equal to zero
71,71,2018,20,W20,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1281,1,0.75,0,0.075,0,0.175,0,960.75,0,96.075,0,224.175,0,1281,Eaches,25,0.2,5,15,19215,14-05-2018,1,0,0,Equal to zero,Equal to zero,Not Equal to zero
72,72,2018,21,W21,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1371,1,0.5,0.15,0.175,0,0.175,0,685.5,205.65,239.925,0,239.925,0,1371,Eaches,25,0.33,8.25,15,20565,21-05-2018,1,0,0,Equal to zero,Equal to zero,Not Equal to zero
73,73,2018,22,W22,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1281,1,0.5,0.15,0.175,0,0.175,0,640.5,192.15,224.175,0,224.175,0,1281,Eaches,25,0.23,5.75,100,128100,28-05-2018,1,0,0,Equal to zero,Equal to zero,Not Equal to zero
74,74,2018,23,W23,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1481,1,0.5,0.15,0.175,0,0.175,0,740.5,222.15,259.175,0,259.175,0,1481,Eaches,25,0.2,5,100,148100,04-06-2018,0,1,0,Equal to zero,Equal to zero,Not Equal to zero
75,75,2018,24,W24,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1611,1,0.5,0.15,0.175,0,0.175,0,805.5,241.65,281.925,0,281.925,0,1611,Eaches,25,0.3,7.5,15,24165,11-06-2018,0,1,0,Equal to zero,Equal to zero,Not Equal to zero
76,76,2018,25,W25,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1822,1,0.5,0.15,0.175,0,0.175,0,911,273.3,318.85,0,318.85,0,1822,Eaches,25,0.24,6,100,182200,18-06-2018,0,1,0,Equal to zero,Equal to zero,Not Equal to zero
77,77,2018,26,W26,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1524,1,0.5,0.175,0.175,0.15,0,0,762,266.7,266.7,228.6,0,0,1524,Eaches,25,0.23,5.75,10,15240,25-06-2018,0,1,0,Equal to zero,Not Equal to zero,Equal to zero
78,78,2018,27,W27,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1390,1,0.5,0.175,0.175,0.15,0,0,695,243.25,243.25,208.5,0,0,1390,Eaches,25,0.22,5.5,10,13900,02-07-2018,0,1,0,Equal to zero,Not Equal to zero,Equal to zero
79,79,2018,28,W28,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1281,1,0.5,0.175,0.175,0.15,0,0,640.5,224.175,224.175,192.15,0,0,1281,Eaches,25,0.17,4.25,15,19215,09-07-2018,0,1,0,Equal to zero,Not Equal to zero,Equal to zero
80,80,2018,29,W29,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,Summer,0,1,0,1919,1,0.5,0.175,0.175,0.15,0,0,959.5,335.825,335.825,287.85,0,0,1919,Eaches,25,0.26,6.5,100,191900,16-07-2018,0,1,0,Equal to zero,Not Equal to zero,Equal to zero
81,81,2018,30,W30,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,1000,1,0.75,0.125,0,0.125,0,0,750,125,0,125,0,0,1000,Eaches,25,0.33,8.25,10,10000,23-07-2018,0,1,0,Equal to zero,Not Equal to zero,Equal to zero
82,82,2018,31,W31,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,1212,1,0.78,0.095,0,0.125,0,0,945.36,115.14,0,151.5,0,0,1212,Eaches,25,0.24,6,10,12120,30-07-2018,0,1,0,Equal to zero,Not Equal to zero,Equal to zero
83,83,2018,32,W32,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,1029,1,0.85,0.08,0,0.07,0,0,874.65,82.32,0,72.03,0,0,1029,Eaches,25,0.2,5,15,15435,06-08-2018,0,1,0,Equal to zero,Not Equal to zero,Equal to zero
84,84,2018,33,W33,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,1002,1,0.875,0.075,0,0.05,0,0,876.75,75.15,0,50.1,0,0,1002,Eaches,25,0.2,5,100,100200,13-08-2018,0,1,0,Equal to zero,Not Equal to zero,Equal to zero
85,85,2018,34,W34,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,990,1,0.875,0.075,0,0.05,0,0,866.25,74.25,0,49.5,0,0,990,Eaches,25,0.2,5,10,9900,20-08-2018,0,1,0,Equal to zero,Not Equal to zero,Equal to zero
86,86,2018,35,W35,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,,0,0,0,851,1,0.875,0.075,0,0.05,0,0,744.625,63.825,0,42.55,0,0,851,Eaches,25,0.2,5,10,8510,27-08-2018,0,1,0,Equal to zero,Not Equal to zero,Equal to zero
87,87,2018,36,W36,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,Festival,0,0,1,1281,1,0.75,0,0.075,0,0.175,0,960.75,0,96.075,0,224.175,0,1281,Eaches,25,0.2,5,15,19215,03-09-2018,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
88,88,2018,37,W37,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,Festival,0,0,1,1319,1,0.75,0,0.075,0,0.175,0,989.25,0,98.925,0,230.825,0,1319,Eaches,25,0.33,8.25,100,131900,10-09-2018,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
89,89,2018,38,W38,Banjara hills,Hyderabad,1,100 ML Butterscotch,Cups,Festival,0,0,1,1291,1,0.75,0,0.075,0,0.175,0,968.25,0,96.825,0,225.925,0,1291,Eaches,25,0.23,5.75,10,12910,17-09-2018,0,0,0,Equal to zero,Equal to zero,Not Equal to zero
